-- Sözlük genişletme · Part 1 (position 550-2049, 1500 kelime)
INSERT INTO words (list_id, word, meaning, position) VALUES
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'demonstrate', 'göstermek', 624),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'display', 'sergilemek', 625),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'expose', 'ifşa etmek', 626),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'reveal', 'ortaya çıkarmak', 627),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'hide', 'saklamak', 628),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'disappear', 'kaybolmak', 629),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'appear', 'görünmek', 630),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'arrive', 'varmak', 631),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'depart', 'ayrılmak', 632),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'leave', 'ayrılmak, bırakmak', 633),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'return', 'geri dönmek', 634),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'enter', 'girmek', 635),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'exit', 'çıkmak', 636),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'join', 'katılmak', 637),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'separate', 'ayırmak', 638),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'divide', 'bölmek', 639),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'combine', 'birleştirmek', 640),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'connect', 'bağlamak', 641),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'link', 'bağlantı kurmak', 642),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'attach', 'eklemek', 643),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'detach', 'ayırmak', 644),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'fix', 'tamir etmek', 645),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'repair', 'onarmak', 646),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'build', 'inşa etmek', 647),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'construct', 'inşa etmek', 648),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'destroy', 'yok etmek', 649),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'damage', 'zarar', 650),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'ruin', 'mahvetmek', 651),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'break', 'kırmak', 652),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'crack', 'çatlamak', 653),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'bend', 'bükmek', 654),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'fold', 'katlamak', 655),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'stretch', 'germek', 656),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'shrink', 'küçülmek', 657),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'expand', 'genişletmek', 658),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'spread', 'yaymak', 659),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'pour', 'dökmek', 660),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'fill', 'doldurmak', 661),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'dump', 'boşaltmak', 662),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'drop', 'düşürmek', 663),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'lift', 'kaldırmak', 664),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'raise', 'kaldırmak, yetiştirmek', 665),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'lower', 'alçaltmak', 666),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'push', 'itmek', 667),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'pull', 'çekmek', 668),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'press', 'basmak', 669),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'squeeze', 'sıkmak', 670),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'touch', 'dokunmak', 671),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'grab', 'tutmak', 672),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'release', 'serbest bırakmak', 673),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'throw', 'atmak', 674),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'catch', 'yakalamak', 675),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'kick', 'tekmelemek', 676),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'hit', 'vurmak', 677),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'strike', 'vurmak', 678),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'beat', 'yenmek, vurmak', 679),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'punch', 'yumruklamak', 680),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'slap', 'tokat atmak', 681),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'stab', 'bıçaklamak', 682),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'shoot', 'ateş etmek', 683),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'aim', 'hedeflemek', 684),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'target', 'hedef', 685),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'hunt', 'avlanmak', 686),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'chase', 'kovalamak', 687),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'follow', 'takip etmek', 688),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'lead', 'yönetmek', 689),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'guide', 'rehberlik etmek', 690),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'direct', 'yönetmek', 691),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'control', 'kontrol etmek', 692),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'manage', 'yönetmek', 693),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'organize', 'düzenlemek', 694),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'arrange', 'düzenlemek', 695),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'prepare', 'hazırlamak', 696),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'design', 'tasarlamak', 697),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'create', 'yaratmak', 698),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'produce', 'üretmek', 699),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'manufacture', 'imal etmek', 700),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'generate', 'üretmek', 701),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'invent', 'icat etmek', 702),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'mix', 'karıştırmak', 703),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'stir', 'karıştırmak', 704),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'shake', 'sallamak', 705),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'wave', 'sallamak', 706),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'chop', 'doğramak', 707),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'cut', 'kesmek', 708),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'slice', 'dilimlemek', 709),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'peel', 'soymak', 710),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'wash', 'yıkamak', 711),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'rinse', 'durulamak', 712),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'polish', 'cilalamak', 713),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'sweep', 'süpürmek', 714),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'wipe', 'silmek', 715),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'scrub', 'ovalamak', 716),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'mop', 'paspaslamak', 717),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'vacuum', 'elektrikli süpürge', 718),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'iron', 'ütülemek', 719),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'sew', 'dikmek', 720),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'knit', 'örmek', 721),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'weave', 'dokumak', 722),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'dye', 'boyamak', 723),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'bleach', 'ağartmak', 724),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'recycle', 'geri dönüştürmek', 725),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'reuse', 'tekrar kullanmak', 726),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'waste', 'israf etmek', 727),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'save', 'biriktirmek, kurtarmak', 728),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'spend', 'harcamak', 729),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'earn', 'kazanmak', 730),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'gain', 'kazanç', 731),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'lose', 'kaybetmek', 732),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'win', 'kazanmak', 733),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'compete', 'yarışmak', 734),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'race', 'yarışmak', 735),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'challenge', 'meydan okumak', 736),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'dare', 'cesaret etmek', 737),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'fail', 'başarısız olmak', 738),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'succeed', 'başarmak', 739),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'fight', 'kavga etmek', 740),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'punish', 'cezalandırmak', 741),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'reward', 'ödüllendirmek', 742),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'praise', 'övmek', 743),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'situation', 'durum', 744),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'condition', 'koşul, durum', 745),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'circumstance', 'koşul', 746),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'context', 'bağlam', 747),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'environment', 'çevre', 748),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'atmosphere', 'atmosfer', 749),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'climate', 'iklim', 750),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'weather', 'hava', 751),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'season', 'mevsim', 752),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'period', 'dönem', 753),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'era', 'çağ', 754),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'century', 'yüzyıl', 755),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'decade', 'on yıl', 756),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'moment', 'an', 757),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'instant', 'an', 758),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'minute', 'dakika', 759),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'hour', 'saat', 760),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'week', 'hafta', 761),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'month', 'ay', 762),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'weekend', 'hafta sonu', 763),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'holiday', 'tatil', 764),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'vacation', 'tatil', 765),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'journey', 'yolculuk', 766),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'trip', 'gezi', 767),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'voyage', 'yolculuk', 768),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'adventure', 'macera', 769),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'experience', 'deneyim', 770),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'event', 'olay', 771),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'incident', 'olay', 772),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'accident', 'kaza', 773),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'disaster', 'felaket', 774),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'crisis', 'kriz', 775),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'emergency', 'acil durum', 776),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'danger', 'tehlike', 777),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'risk', 'risk', 778),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'threat', 'tehdit', 779),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'warning', 'uyarı', 780),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'alert', 'alarm', 781),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'signal', 'sinyal', 782),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'sign', 'işaret', 783),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'symbol', 'sembol', 784),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'mark', 'işaret', 785),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'label', 'etiket', 786),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'tag', 'etiket', 787),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'stamp', 'damga', 788),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'seal', 'mühür', 789),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'badge', 'rozet', 790),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'medal', 'madalya', 791),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'trophy', 'kupa', 792),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'prize', 'ödül', 793),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'gift', 'hediye', 794),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'award', 'ödül', 795),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'honor', 'onur', 796),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'respect', 'saygı', 797),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'dignity', 'onur', 798),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'pride', 'gurur', 799),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'shame', 'utanç', 800),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'guilt', 'suçluluk', 801),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'regret', 'pişmanlık', 802),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'sorrow', 'üzüntü', 803),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'grief', 'keder', 804),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'joy', 'sevinç', 805),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'pleasure', 'zevk', 806),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'delight', 'keyif', 807),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'thrill', 'heyecan', 808),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'excitement', 'heyecan', 809),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'fear', 'korku', 810),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'anxiety', 'kaygı', 811),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'worry', 'endişe', 812),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'concern', 'endişe', 813),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'doubt', 'şüphe', 814),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'faith', 'inanç', 815),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'trust', 'güven', 816),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'belief', 'inanış', 817),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'desire', 'arzu', 818),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'passion', 'tutku', 819),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'enthusiasm', 'coşku', 820),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'interest', 'ilgi', 821),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'curiosity', 'merak', 822),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'attention', 'dikkat', 823),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'focus', 'odak', 824),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'concentration', 'yoğunlaşma', 825),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'awareness', 'farkındalık', 826),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'consciousness', 'bilinç', 827),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'thought', 'düşünce', 828),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'idea', 'fikir', 829),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'concept', 'kavram', 830),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'notion', 'kavram', 831),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'opinion', 'görüş', 832),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'view', 'görüş', 833),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'perspective', 'bakış açısı', 834),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'attitude', 'tutum', 835),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'approach', 'yaklaşım', 836),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'method', 'yöntem', 837),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'technique', 'teknik', 838),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'strategy', 'strateji', 839),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'tactic', 'taktik', 840),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'principle', 'ilke', 841),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'rule', 'kural', 842),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'law', 'yasa', 843),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'regulation', 'yönetmelik', 844),
